IND003[DtOperacao],IND003[CodigoEmpresa],IND003[Estabelecimento],IND003[KmRodado],IND003[Ônibus],IND003[LinhaCodigo],IND003[OIDBem],IND003[DtFabricacao],IND003[DESCRICAO.1],IND003[LinhaDescricao],IND003[CentroCusto],IND003[AnoFabricação],IND003[Meses Rodando],IND003[NomeEmpresa]
2025-12-12,1,1,56,15M70,F02,A16B672A9DEB,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-23,1,1,81,15M70,F02,A16B672A9DEB,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-11,1,1,107,15M70,F02,A16B672A9DEB,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-29,1,1,274,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-30,1,1,408,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-24,1,1,165,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-15,1,1,192,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-02,1,1,191,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-16,1,1,79,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-18,1,1,160,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-03,1,1,191,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-10,1,1,191,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-17,1,1,192,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-22,1,1,113,15M71,F02,03AC6AD0955E,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-19,1,1,187,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-23,1,1,187,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-10,1,1,188,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-24,1,1,187,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-01,1,1,493,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-16,1,1,187,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-18,1,1,187,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-09,1,1,187,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-30,1,1,187,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-11,1,1,187,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-12,1,1,188,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-17,1,1,188,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-15,1,1,187,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-22,1,1,187,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-29,1,1,187,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-02,1,1,191,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-05,1,1,191,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-17,1,1,354,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-22,1,1,298,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-05,1,1,380,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-16,1,1,298,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-23,1,1,296,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-02,1,1,353,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-09,1,1,94,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-03,1,1,193,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-11,1,1,193,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-12,1,1,194,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-15,1,1,194,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-29,1,1,185,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-19,1,1,193,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-18,1,1,193,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-22,1,1,205,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-08,1,1,83,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-23,1,1,193,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-05,1,1,194,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-16,1,1,96,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-17,1,1,223,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-10,1,1,194,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-09,1,1,415,15R88,F02,E3838F49AA33,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-02,1,1,82,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-17,1,1,82,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-12,1,1,81,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-05,1,1,81,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-09,1,1,81,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-11,1,1,81,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-01,1,1,81,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-04,1,1,80,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-08,1,1,325,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-29,1,1,187,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-15,1,1,188,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-16,1,1,189,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-30,1,1,188,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-20,1,1,269,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-22,1,1,80,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-23,1,1,55,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-24,1,1,187,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-19,1,1,186,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-03,1,1,80,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-18,1,1,187,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-10,1,1,189,15R86,F02,57C14A8FAA9C,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-03,1,1,190,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-04,1,1,190,15R87,F02,416480922EEA,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-04,1,1,190,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-01,1,1,190,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-08,1,1,190,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-12,1,1,190,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-05,1,1,190,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-22,1,1,190,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-09,1,1,190,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-11,1,1,190,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-23,1,1,190,15R89,F02,2EB1257C3F6F,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-01,1,1,190,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-18,1,1,190,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-15,1,1,190,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-04,1,1,190,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-03,1,1,190,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-08,1,1,190,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-19,1,1,190,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-29,1,1,190,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-24,1,1,190,15R85,F02,07ED5674A326,2014-03-26,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 21M,2014,142,Leblon
2025-12-01,1,1,205,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-19,1,1,344,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-22,1,1,237,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-15,1,1,272,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-30,1,1,235,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-12,1,1,345,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-23,1,1,237,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-05,1,1,344,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-02,1,1,186,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-10,1,1,238,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-11,1,1,238,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-18,1,1,238,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-04,1,1,238,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-03,1,1,238,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-24,1,1,238,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-17,1,1,238,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-16,1,1,238,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-29,1,1,238,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-09,1,1,238,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-08,1,1,239,15R13,F02,4475CAD3906D,2016-01-20,CB Frota,CURITIBA/FAZENDA RIO GRANDE,Articulado 23M,2016,120,Leblon
2025-12-17,1,1,62,15437,F05,85FBAADAEAE6,2014-03-26,CB Frota,FAZENDA / CIC,Articulado 21M,2014,142,Leblon
2025-12-21,1,1,263,15431,F01,BEEEC11FA557,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-14,1,1,451,15437,F01,85FBAADAEAE6,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-25,1,1,389,15435,F01,D41A7781CC4A,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-07,1,1,578,15437,F01,85FBAADAEAE6,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-21,1,1,519,15432,F01,5E2018A2A71B,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-14,1,1,614,15435,F01,D41A7781CC4A,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-21,1,1,162,15435,F01,D41A7781CC4A,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-28,1,1,617,15432,F01,5E2018A2A71B,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-07,1,1,68,15435,F01,D41A7781CC4A,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-14,1,1,67,15432,F01,5E2018A2A71B,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-28,1,1,515,15437,F01,85FBAADAEAE6,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-14,1,1,264,15431,F01,BEEEC11FA557,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-21,1,1,450,15437,F01,85FBAADAEAE6,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-28,1,1,264,15431,F01,BEEEC11FA557,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-07,1,1,264,15431,F01,BEEEC11FA557,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-25,1,1,228,15432,F01,5E2018A2A71B,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-25,1,1,265,15431,F01,BEEEC11FA557,2014-03-26,CB Frota,FAZENDA / PINHEIRINHO,Articulado 21M,2014,142,Leblon
2025-12-24,1,1,162,15424,F05,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-02,1,1,125,15424,F05,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-06,1,1,77,15424,F05,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-10,1,1,160,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-23,1,1,159,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-15,1,1,40,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-18,1,1,160,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-26,1,1,77,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-05,1,1,160,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-22,1,1,160,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-29,1,1,160,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-08,1,1,121,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-17,1,1,74,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-16,1,1,159,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-03,1,1,160,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-30,1,1,160,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-31,1,1,76,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-04,1,1,160,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-12,1,1,160,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-13,1,1,76,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-20,1,1,77,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-27,1,1,76,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-02,1,1,158,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-09,1,1,158,15423,F05,1BF100F82863,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-11,1,1,164,15425,F05,FD389182B544,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-15,1,1,122,15425,F05,FD389182B544,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-01,1,1,160,15425,F05,FD389182B544,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-19,1,1,160,15425,F05,FD389182B544,2013-09-26,CB Frota,FAZENDA / CIC,Articulado 18M,2013,148,Leblon
2025-12-15,1,1,229,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-19,1,1,223,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-01,1,1,98,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-16,1,1,165,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-17,1,1,166,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-10,1,1,131,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-12,1,1,229,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-08,1,1,197,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-22,1,1,165,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-29,1,1,228,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-11,1,1,165,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-18,1,1,261,15424,F03,4E7BDB26C3FB,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-19,1,1,129,15423,F03,1BF100F82863,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-01,1,1,49,15423,F03,1BF100F82863,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
2025-12-15,1,1,33,15425,F03,FD389182B544,2013-09-26,CB Frota,FAZENDA DIRETO,Articulado 18M,2013,148,Leblon
