MANT001[Dtemissao],MANT001[DetalhesServiço],MANT001[OIDDocumento],MANT001[CodigoEmpresa],MANT001[DtSituacao],MANT001[HrSituacao],MANT001[DtOcorrencia],MANT001[HrOcorrencia],MANT001[Numero],MANT001[Turno],MANT001[DescriçãoDocumento],MANT001[TipoDocumento],MANT001[NomePessoaResposável],MANT001[SituaçãoDocumento],MANT001[OIDBem],MANT001[Descricao],MANT001[NomeEmpresa],MANT001[HoraInicio],MANT001[Ônibus]
2025-06-11,Quebra no Trajeto Volta,26168C20EB3C,1,2025-06-17,10:30:48,2025-06-11,06:22:00,106601.0,Manhã,"Ocorrência de Manutenção

Portas lado direito não fecham",Ocorrência de Manutenção,Edilson Viana,Liquidado,86D0A912106A,15R10,Leblon,,15R10
2025-06-07,Quebra no Trajeto Volta,27775E01831E,1,2025-06-18,16:07:55,2025-06-07,06:30:00,106551.0,Manhã,"Ocorrência de Manutenção

Curto circuito na porta 1 L D, saindo muita fumaça.",Ocorrência de Manutenção,Edilson Viana,Liquidado,FB87A71AFC91,15R03,Leblon,,15R03
2025-06-24,Quebra no Trajeto Volta,48B0EDD2B340,1,2025-07-01,10:07:18,2025-06-24,06:18:00,106723.0,Manhã,"Ocorrência de Manutenção

Porta 3 não fechou no terminal do pinheirinho",Ocorrência de Manutenção,Edilson Viana,Liquidado,42652642A6BD,15434,Leblon,,15434
2025-06-16,na Garagem por falha mecânica,2D482AA17A9F,2,2025-06-30,11:28:59,2025-06-16,04:20:00,63215.0,Noite,"Ocorrência de Manutenção

Vazamento de óleo diesel",Ocorrência de Manutenção,Edilson Viana,Liquidado,E7AC454FB75F,31049,Nobel,,31049
2025-06-16,na Garagem por falha mecânica,6C6EFFD824CB,2,2025-08-04,08:42:00,2025-07-01,04:17:00,63214.0,Noite,"Ocorrência de Manutenção.

Veículo não pega na partida",Ocorrência de Manutenção,Edilson Viana,Liquidado,C1ED571CDE92,31044,Nobel,,31044
2025-06-26,na Garagem por falha mecânica,1049F7797E88,1,2025-07-09,10:57:50,2025-06-26,06:13:00,106752.0,Manhã,"Ocorrência de Manutenção

Luz do tacógrafo acesa no painel",Ocorrência de Manutenção,Edilson Viana,Liquidado,8F54110E545C,15R09,Leblon,,15R09
2025-06-05,na Garagem por falha mecânica,1654775DC2D0,1,2025-06-16,11:12:05,2025-06-05,05:22:00,106529.0,Manhã,"Ocorrência de Manutenção

Vazamento de ar direto.",Ocorrência de Manutenção,Edilson Viana,Liquidado,4E7BDB26C3FB,15424,Leblon,,15424
2025-06-03,na Garagem por falha mecânica,23AD70C7C6D7,1,2025-06-16,09:56:47,2025-06-03,06:08:00,106482.0,Manhã,"Ocorrência de Manutenção

Muita infiltração de água na sanfona",Ocorrência de Manutenção,Edilson Viana,Liquidado,57C14A8FAA9C,15R86,Leblon,,15R86
2025-06-30,na Garagem por falha mecânica,6295C3A92E16,1,2025-07-01,14:21:02,2025-06-30,06:13:00,106778.0,Manhã,"Ocorrência de Manutenção

Muita infiltração na sanfona e 1º banco depois da sanfona",Ocorrência de Manutenção,Edilson Viana,Liquidado,57C14A8FAA9C,15R86,Leblon,,15R86
2025-06-16,na Garagem por falha mecânica,7FBD617B751F,1,2025-06-18,16:07:45,2025-06-16,05:27:00,106643.0,Manhã,"Ocorrência de Manutenção

Limpador do parabrisa não funciona",Ocorrência de Manutenção,Edilson Viana,Liquidado,07ED5674A326,15R85,Leblon,,15R85
2025-06-25,na Garagem por falha mecânica,C6D1763ED132,1,2025-06-30,11:11:07,2025-06-25,05:35:00,106739.0,Manhã,"Ocorrência de Manutenção

Porta 2 lado esquerdo não abre.",Ocorrência de Manutenção,Edilson Viana,Liquidado,FB87A71AFC91,15R03,Leblon,,15R03
2025-06-03,na Garagem por falha mecânica,EA0479E9F128,1,2025-06-16,11:12:06,2025-06-03,05:40:00,106481.0,Manhã,"Ocorrência de Manutenção

Muita infiltração de água na sanfona",Ocorrência de Manutenção,Edilson Viana,Liquidado,07ED5674A326,15R85,Leblon,,15R85
2025-06-12,na Garagem por falha mecânica,F5C2CCA9863F,1,2025-06-16,11:12:12,2025-06-12,05:40:00,106609.0,Manhã,"Ocorrência de Manutenção

Itinerário não funciona",Ocorrência de Manutenção,Edilson Viana,Liquidado,4E7BDB26C3FB,15424,Leblon,,15424
2025-06-03,na Garagem por falha mecânica,F390A4544C8D,1,2025-06-16,11:12:07,2025-06-03,05:27:00,106480.0,Manhã,"Ocorrência de Manutenção

Muita infiltração de água na sanfona",Ocorrência de Manutenção,Edilson Viana,Liquidado,416480922EEA,15R87,Leblon,,15R87
2025-06-16,na Garagem por falha mecânica,FE47AF1BFA89,1,2025-06-18,16:07:44,2025-06-16,06:29:00,106644.0,Manhã,"Ocorrência de Manutenção

Veículo não pega na partida",Ocorrência de Manutenção,Edilson Viana,Liquidado,A253675A9EA3,15R08,Leblon,,15R08
2025-06-25,no Terminal - por falha mecânica,98A2E2ECE248,1,2025-06-30,11:11:09,2025-06-25,06:05:00,106740.0,Manhã,"Ocorrência de Manutenção

Suspensão da tração baixou",Ocorrência de Manutenção,Edilson Viana,Liquidado,1A96813857A6,15429,Leblon,,15429
2025-06-09,no Terminal - por falha mecânica,738D49EE9E6F,2,2025-07-08,10:37:35,2025-07-01,06:05:00,63161.0,Manhã,"Ocorrência de Manutenção

Não está engatando a 4ª marcha",Ocorrência de Manutenção,Edilson Viana,Liquidado,558531343F76,31264,Nobel,,31264
2025-06-08,no Terminal - por falha mecânica,5D7E1C878F3D,2,2025-08-04,08:40:01,2025-07-01,08:20:00,63156.0,Manhã,"Ocorrência de Manutenção
Fumaça branca saindo do escape",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,0627C6B1E1B0,31267,Nobel,,31267
2025-06-17,no Terminal - por falha mecânica,3E97BE28BE87,2,2025-06-30,11:29:22,2025-06-17,20:30:00,63237.0,Noite,"Ocorrência de Manutenção
Carro ruim de freio",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,558531343F76,31264,Nobel,,31264
2025-06-17,no Terminal - por falha mecânica,7323B2DAA5AA,1,2025-06-30,11:10:02,2025-06-17,18:07:00,106662.0,Noite,"Ocorrência de Manutenção
luz do salão apagam e acendem, itinerario apagado.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,B34F39CA632E,15R95,Leblon,,15R95
2025-06-26,no Terminal - por falha mecânica,2D851776EBF0,2,2025-07-08,10:35:55,2025-06-26,23:32:00,63286.0,Noite,Banco do motorista bate seco.,Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,2B9B7AD194EA,31038,Nobel,,31038
2025-06-03,no Terminal - por falha mecânica,5372C5FEF3FF,2,2025-06-16,09:44:52,2025-06-03,18:01:00,63123.0,Noite,"Ocorrência de Manutenção
Ruim de engatar marchas.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,6A6B1510ED10,31248,Nobel,,31248
2025-06-04,no Terminal - por falha mecânica,E62664481788,2,2025-06-30,11:28:14,2025-06-04,18:06:00,63129.0,Noite,"Ocorrência de Manutenção
Carro perdeu força, muito fraco.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,6434BEA0C045,31055,Nobel,,31055
2025-06-21,no Terminal - por falha mecânica,6B6591ED8061,2,2025-06-30,11:29:40,2025-06-21,13:44:00,63257.0,Tarde,"Carro com direção muito pesada,e alçapão do motor solto batendo muito",Ocorrência de Manutenção,Anderson Rogerio Simsen,Liquidado,79BC092B18D4,31268,Nobel,,31268
2025-06-24,no Terminal - por falha mecânica,0073B26222F0,1,2025-06-30,11:10:58,2025-06-24,10:10:00,106727.0,Manhã,"Ocorrência de Manutenção
Motorista relata que carro está puxando muito para direita.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,85FBAADAEAE6,15437,Leblon,,15437
2025-06-24,Quebra no Trajeto Volta,793D838A01DC,1,2025-06-30,11:11:03,2025-06-24,17:13:00,106734.0,Tarde,"Ocorrência de Manutenção
Vidro lado direito , quebrou ao fechar.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,D9C0E4E34596,15R05,Leblon,15:41:00,15R05
2025-06-18,no Terminal - pneu,CF6B558E5AF0,2,2025-06-30,11:29:25,2025-06-18,00:40:00,63246.0,Noite,Pneus furado lado esquerdo interno traseiro.,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,5AB3B70E8916,31247,Nobel,22:10:00,31247
2025-06-02,Quebra no Trajeto Volta,990B9B657EDF,1,2025-06-16,11:29:06,2025-06-02,06:30:00,106466.0,Manhã,"Ocorrência de Manutenção

Veículo não engata as marchas, foi desligado o anjo da guarda.",Ocorrência de Manutenção,Edilson Viana,Liquidado,416480922EEA,15R87,Leblon,05:27:00,15R87
2025-06-15,na Garagem por falha mecânica,8ECAD852F4C1,1,2025-06-18,16:07:46,2025-06-15,06:20:00,106637.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Silvonei Marcos Tedeschi,Liquidado,7502B8F98EFC,15R04,Leblon,06:20:00,15R04
2025-06-03,no Terminal - por falha mecânica,25FAA76E63CA,1,2025-06-16,10:00:21,2025-06-03,15:00:00,106498.0,Tarde,"Ocorrência de Manutenção
Suspensão lado direito baixando direto,quando faz reset, volta mas logo em seguida baixa novamente.",Ocorrência de Manutenção,Vanderlei Macedo,Cancelado,7502B8F98EFC,15R04,Leblon,13:20:00,15R04
2025-06-29,no Terminal - por falha mecânica,033D92D00FA9,1,2025-06-30,11:11:31,2025-06-29,16:05:00,106775.0,Tarde,Elevador travando ao recolher a rampa.,Ocorrência de Manutenção,Anderson Taborda,Liquidado,20FBAA65C429,15427,Leblon,10:10:00,15427
2025-06-01,no Terminal - por falha mecânica,265F9C1480E0,1,2025-06-16,09:57:29,2025-06-01,12:30:00,106465.0,Tarde,Porta 02 LD DIR não está abrindo ao parar nas estações tubo.,Ocorrência de Manutenção,Anderson Taborda,Liquidado,A253675A9EA3,15R08,Leblon,11:00:00,15R08
2025-06-21,no Terminal - por falha mecânica,7A5C7B7F9133,2,2025-06-30,11:29:42,2025-06-21,15:42:00,63258.0,Tarde,Tampa interna do Itinerario esta solta quase caindo,Ocorrência de Manutenção,Anderson Rogerio Simsen,Liquidado,A96D39767527,31261,Nobel,15:42:00,31261
2025-06-02,no Terminal - por falha mecânica,10FF3E1B0194,1,2025-06-16,11:29:05,2025-06-02,17:09:00,106478.0,Tarde,"Ocorrência de Manutenção
Carro fervendo devido a alta temperatura.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,20FBAA65C429,15427,Leblon,14:30:00,15427
2025-06-02,no Terminal - por falha mecânica,7711BCE74AA9,2,2025-06-30,11:28:05,2025-06-02,17:52:00,63110.0,Tarde,"Ocorrência de Manutenção
Carro ruim de embreagem principalmente a 1º  Marcha",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,6A6B1510ED10,31248,Nobel,17:10:00,31248
2025-06-17,no Terminal - por falha mecânica,87AD021CD8EA,2,2025-06-30,11:29:21,2025-06-17,17:57:00,63235.0,Tarde,"Aparece linha selecionada na lateral, frontal outra linha.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,F128BD70A39E,31269,Nobel,16:51:00,31269
2025-06-02,no Terminal - por falha mecânica,AD2C007ACCCC,1,2025-06-16,09:57:36,2025-06-02,17:30:00,106479.0,Tarde,"Ocorrência de Manutenção
Vazamento de ar porta 02.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,86D0A912106A,15R10,Leblon,14:00:00,15R10
2025-06-20,no Terminal - por falha mecânica,EFE5046C5B8D,1,2025-06-30,11:10:42,2025-06-20,17:53:00,106711.0,Tarde,"Ocorrência de Manutenção
Porta 3 não fecha",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,42652642A6BD,15434,Leblon,17:15:00,15434
2025-06-16,no Terminal - por falha mecânica,00DD92DFBEE7,1,2025-06-30,11:09:51,2025-06-16,18:15:00,106655.0,Noite,Porta 1 lado direito demora para abrir.( passageiros reclamando).,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,8F54110E545C,15R09,Leblon,16:36:00,15R09
2025-06-24,no Terminal - por falha mecânica,1040333B019E,1,2025-06-30,11:11:04,2025-06-24,18:32:00,106735.0,Noite,Carro cortando aceleraçao.,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,A253675A9EA3,15R08,Leblon,16:57:00,15R08
2025-06-17,no Terminal - por falha mecânica,15281C9FB1B8,1,2025-06-18,16:05:47,2025-06-17,18:53:00,106664.0,Noite,"Ocorrência de Manutenção
Itinerario parou de funcionar.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,E3838F49AA33,15R88,Leblon,17:18:00,15R88
2025-06-28,no Terminal - por falha mecânica,2289A98EB15B,1,2025-06-30,11:11:27,2025-06-28,22:20:00,106774.0,Noite,"Folha da porta 3, ficou neutra.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,73532BD0386B,15438,Leblon,19:10:00,15438
2025-06-02,no Terminal - por falha mecânica,2F545AFC15A0,2,2025-06-16,09:44:44,2025-06-02,23:32:00,63111.0,Noite,Cambio endurecendo para engatar marcha.,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,3025E118F383,31265,Nobel,22:16:00,31265
2025-06-17,no Terminal - por falha mecânica,3E6A6740EFA0,1,2025-06-18,16:07:12,2025-06-17,18:19:00,106663.0,Noite,"Ocorrência de Manutenção
Carro acendeu luz freio ,painel e ficou sem freio motor.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,1BF100F82863,15423,Leblon,15:55:00,15423
2025-06-24,no Terminal - por falha mecânica,5C2FF4756353,1,2025-06-30,11:11:06,2025-06-24,21:49:00,106738.0,Noite,"Falha no painel, verificar barramento I/0 ECU.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,E3838F49AA33,15R88,Leblon,16:36:00,15R88
2025-06-30,no Terminal - por falha mecânica,C62CD23404CD,1,2025-07-01,14:20:58,2025-06-30,18:11:00,106785.0,Noite,Limpador lado direito nao funciona. (vizibilidade ruim no retrovisor),Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,A16B672A9DEB,15M70,Leblon,17:36:00,15M70
2025-06-16,no Terminal - por falha mecânica,D858737A1AD0,2,2025-06-30,11:29:08,2025-06-16,20:00:00,63225.0,Noite,Elevador dispara sirene e botões invertidos.,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,A96D39767527,31261,Nobel,15:57:00,31261
2025-06-27,no Terminal - por falha mecânica,FB6DEAD97439,1,2025-06-30,11:11:23,2025-06-27,21:25:00,106768.0,Noite,Vazamento de ar na porta 3 lado esquerdo.,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,86D0A912106A,15R10,Leblon,19:41:00,15R10
2025-06-28,no Terminal - por falha mecânica,C6C493466EDB,2,2025-07-01,14:24:45,2025-06-28,16:20:00,63299.0,Tarde,Embreagem patinando muito,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,F128BD70A39E,31269,Nobel,16:20:00,31269
2025-06-20,no Terminal - por falha mecânica,1430F8A13781,1,2025-06-30,11:10:38,2025-06-20,14:50:00,106708.0,Tarde,"Ocorrência de Manutenção
Limpador para brisa lado direito , motor ligado direto sem acionar limpador",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,20FBAA65C429,15427,Leblon,12:04:00,15427
2025-06-04,no Terminal - por falha mecânica,17C389FE93C7,1,2025-06-16,11:28:52,2025-06-04,14:34:00,106515.0,Tarde,"Ocorrência de Manutenção
Painel com pane eletrica, apaga tudo .E Carro fraco",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,1D4E0A5CEE1C,15019,Leblon,13:30:00,15019
2025-06-03,no Terminal - por falha mecânica,1FFFB84A0813,1,2025-06-16,10:00:38,2025-06-03,22:00:00,106507.0,Noite,Itinerario lateral  quebrou solda.,Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,54081D3C0F52,15010,Leblon,16:24:00,15010
2025-06-21,no Terminal - por falha mecânica,355BA9018667,1,2025-06-30,11:10:45,2025-06-21,21:54:00,106715.0,Noite,"Ocorrência de Manutenção
Porta 03 desembarque não fecha.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,AC2C23A117EC,15013,Leblon,20:00:00,15013
2025-06-16,no Terminal - por falha mecânica,372B42AD2579,1,2025-06-30,11:09:48,2025-06-16,16:20:00,106653.0,Tarde,"Ocorrência de Manutenção
Folha da porta 03 esquerda não fecha.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,07ED5674A326,15R85,Leblon,13:00:00,15R85
2025-06-05,no Terminal - por falha mecânica,496F43510F17,1,2025-06-16,11:28:45,2025-06-05,13:30:00,106533.0,Tarde,"Ocorrência de Manutenção
Itinerario apagado,",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,20FBAA65C429,15427,Leblon,12:32:00,15427
2025-06-25,no Terminal - por falha mecânica,62A637DDDDE8,1,2025-06-30,11:11:11,2025-06-25,16:52:00,106747.0,Tarde,Plataforma 01 lado direito enroscando.,Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,44085A28ABF6,15R01,Leblon,15:00:00,15R01
2025-06-17,no Terminal - por falha mecânica,6B3CCD915070,1,2025-06-30,11:09:59,2025-06-17,16:10:00,106661.0,Tarde,"Ocorrência de Manutenção
Itinerario frontal apagado.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,FB87A71AFC91,15R03,Leblon,14:20:00,15R03
2025-06-30,no Terminal - por falha mecânica,6B1C15AF2BF4,1,2025-07-01,14:20:59,2025-06-30,17:25:00,106784.0,Tarde,Limpador lado esquerdo não funciona.( Barulho ar saindo motor).,Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,46915DC908C2,15295,Leblon,15:40:00,15295
2025-06-11,no Terminal - por falha mecânica,83F13EF7AF54,1,2025-06-16,11:26:47,2025-06-11,17:25:00,106606.0,Tarde,"Ocorrência de Manutenção,
Carro deu um estouro, ficou fraco",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,FC4AB773A7D5,15006,Leblon,15:40:00,15006
2025-06-13,no Terminal - por falha mecânica,7D6447A5F561,1,2025-06-16,11:23:10,2025-06-13,17:32:00,106621.0,Tarde,"Ocorrência de Manutenção
Vazamento de ar porta 02, quando abre.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,2352EB2CD17D,15015,Leblon,15:06:00,15015
2025-06-03,no Terminal - por falha mecânica,999D8298B504,1,2025-06-16,11:29:00,2025-06-03,18:15:00,106503.0,Noite,"Ocorrência de Manutenção
Vazamento de ar suspensão lado direito.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,8F54110E545C,15R09,Leblon,16:36:00,15R09
2025-06-03,no Terminal - por falha mecânica,9AA940576D5A,1,2025-06-16,11:29:01,2025-06-03,17:17:00,106501.0,Tarde,"Ocorrência de Manutenção
Vazamento de Agua.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,42652642A6BD,15434,Leblon,15:48:00,15434
2025-06-12,no Terminal - por falha mecânica,A62BB03C7A6E,1,2025-06-16,11:26:38,2025-06-12,14:30:00,106612.0,Tarde,"Ocorrência de Manutenção
Porta do meio não fecha uma folha.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,20FBAA65C429,15427,Leblon,13:30:00,15427
2025-06-03,no Terminal - por falha mecânica,BD3037C717CD,1,2025-06-16,10:00:27,2025-06-03,17:38:00,106502.0,Tarde,"Ocorrência de Manutenção
Carro perdeu força, não passa de 20 km por hora.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,9639CB714242,15R06,Leblon,16:05:00,15R06
2025-06-07,no Terminal - por falha mecânica,C05CD4074EB6,1,2025-06-16,11:27:23,2025-06-07,20:39:00,106581.0,Noite,"Ocorrência de Manutenção
Portas não abriam/infiltração sanfona / saida de ar perto motorista.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,199E6861E9D7,15R07,Leblon,19:08:00,15R07
2025-06-11,no Terminal - por falha mecânica,C910D97B15C2,1,2025-06-16,10:01:16,2025-06-11,17:41:00,106607.0,Tarde,"Ocorrência de Manutenção
Luzes do salão não acende.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,D41A7781CC4A,15435,Leblon,14:50:00,15435
2025-06-25,no Terminal - por falha mecânica,C3DE2E3C6D3F,1,2025-06-30,11:11:14,2025-06-25,22:00:00,106751.0,Noite,Porta 1 começou abrir lentamente.,Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,35D610DB67E5,15297,Leblon,16:24:00,15297
2025-06-25,no Terminal - por falha mecânica,DA56BFB1F11B,1,2025-06-30,11:11:13,2025-06-25,17:12:00,106749.0,Tarde,Luz da Bateria acendeu no painel.,Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,4E7BDB26C3FB,15424,Leblon,17:36:00,15424
2025-06-26,no Terminal - por falha mecânica,D5ED01081590,1,2025-06-30,11:11:20,2025-06-26,22:15:00,106756.0,Noite,"Nao engata marcha, resetar.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,A905151882B4,15436,Leblon,16:59:00,15436
2025-06-13,no Terminal - por falha mecânica,E868A83BFBBC,1,2025-06-16,11:23:08,2025-06-13,18:42:00,106623.0,Noite,"Ocorrência de Manutenção
Luz do oleo esta acendendo",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,2F5F8BE8F980,15599,Leblon,15:20:00,15599
2025-06-26,no Terminal - por falha mecânica,F28E7AF82D6B,1,2025-06-30,11:11:18,2025-06-26,17:28:00,106754.0,Tarde,Limpador para brisa lado esquerdo,Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,D168CA48B572,15601,Leblon,16:20:00,15601
2025-06-23,no Terminal - por falha mecânica,FF5DF37A35C8,1,2025-06-30,11:10:49,2025-06-23,17:53:00,106720.0,Tarde,"Ocorrência de Manutenção
Porta 03 não fecha.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,42652642A6BD,15434,Leblon,17:15:00,15434
2025-06-15,no Terminal - por falha mecânica,04A7CA75B673,2,2025-06-30,11:28:35,2025-06-15,23:30:00,63213.0,Noite,"Ocorrência de Manutenção
Carro ficou ruim de embreagem",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,47D5AB8B4A53,31063,Nobel,21:00:00,31063
2025-06-17,no Terminal - por falha mecânica,097D98C01CEC,2,2025-06-30,11:29:19,2025-06-17,17:59:00,63234.0,Tarde,"Ocorrência de Manutenção
Carro fraco , direção puxando para lado , falhando",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,99C8A38951DA,31263,Nobel,15:10:00,31263
2025-06-02,no Terminal - por falha mecânica,14D9A03FA1A1,2,2025-06-16,09:43:08,2025-06-02,13:14:00,63106.0,Tarde,"Ocorrência de Manutenção
elevador não esta funcionando",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,2B9B7AD194EA,31038,Nobel,12:22:00,31038
2025-06-07,no Terminal - por falha mecânica,1F7013368512,2,2025-06-30,11:28:19,2025-06-07,18:35:00,63155.0,Noite,"Ocorrência de Manutenção
Quando engasta primeira carro da solavanco, sinal de embragem .",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,09BCE2118D7C,31060,Nobel,17:05:00,31060
2025-06-10,no Terminal - por falha mecânica,2B1A62F167F2,2,2025-06-16,09:46:19,2025-06-10,21:08:00,63177.0,Noite,Baixou o ar e travou.,Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,F99C866B07C8,31251,Nobel,16:04:00,31251
2025-06-23,no Terminal - por falha mecânica,3932566C2371,2,2025-06-30,11:29:49,2025-06-23,18:19:00,63266.0,Noite,"Ocorrência de Manutenção
Terceira porta demora para fechar.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,2B257EC5DC0E,31249,Nobel,16:51:00,31249
2025-06-12,no Terminal - por falha mecânica,3E4403DA1972,2,2025-06-30,11:28:27,2025-06-12,14:42:00,63190.0,Tarde,"Ocorrência de ManutençãoElevador enroscando quando desce, ao subir primeiro degrau fica preso.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,ADAC5D538A8D,31250,Nobel,12:02:00,31250
2025-06-03,no Terminal - por falha mecânica,45252273B7A2,2,2025-06-30,11:28:11,2025-06-03,19:20:00,63124.0,Noite,"Ocorrência de Manutenção
Uma folha da porta 03 ficou solta.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,4A1AAEF39813,31041,Nobel,17:10:00,31041
2025-06-18,no Terminal - por falha mecânica,53E6FF020FB2,2,2025-06-30,11:29:24,2025-06-18,16:53:00,63245.0,Tarde,"Ocorrência de Manutenção
Embreagem ficando dura.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,01579B4AE7D4,31260,Nobel,16:15:00,31260
2025-06-12,no Terminal - por falha mecânica,57DD3E24E128,2,2025-06-30,11:28:28,2025-06-12,17:30:00,63191.0,Tarde,"Ocorrência de Manutenção
Embreagem esta sumindo .",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,3025E118F383,31265,Nobel,16:40:00,31265
2025-06-23,no Terminal - por falha mecânica,74274AE8777E,2,2025-06-30,11:29:47,2025-06-23,17:14:00,63265.0,Tarde,"Ocorrência de Manutenção
Elevador não aciona, não sobe nem desce.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,5AB3B70E8916,31247,Nobel,16:25:00,31247
2025-06-25,no Terminal - por falha mecânica,7EA52A609A9C,2,2025-06-30,11:30:03,2025-06-25,18:55:00,63282.0,Noite,Pisca e alerta não funciona.,Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,47D5AB8B4A53,31063,Nobel,15:59:00,31063
2025-06-11,no Terminal - por falha mecânica,836AB932AD31,2,2025-06-16,09:46:55,2025-06-11,21:05:00,63187.0,Noite,Elevador disparou  a sirene e não funciona.,Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,A96D39767527,31261,Nobel,17:15:00,31261
2025-06-10,no Terminal - por falha mecânica,9DC3EEC5BF00,2,2025-06-30,11:28:26,2025-06-10,15:04:00,63175.0,Tarde,"Ocorrência de Manutenção
Pneu dianteiro com baixa calibragem.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,264716C7912B,31052,Nobel,14:22:00,31052
2025-06-20,no Terminal - por falha mecânica,988D69CD0E2E,2,2025-06-30,11:29:38,2025-06-20,16:20:00,63253.0,Tarde,"Ocorrência de Manutenção
Infliltração,1º Ventilação, calha luminaria L.D,Pelo parabrisa interno lado do Motorista.",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,4D3253744A27,31252,Nobel,14:22:00,31252
2025-06-24,no Terminal - por falha mecânica,9F527B44FAF0,2,2025-06-30,11:29:54,2025-06-24,17:21:00,63271.0,Tarde,"Ocorrência de Manutenção
Câmbio travando,, 4º Marcha ruim para engatar (pesando embreagem)",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,01579B4AE7D4,31260,Nobel,16:15:00,31260
2025-06-16,no Terminal - por falha mecânica,A3DEE3A5B223,2,2025-06-30,11:29:05,2025-06-16,17:28:00,63223.0,Tarde,"Ocorrência de Manutenção
Pistão da porta do meio ,porta ficou solta",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,36B2FAABEF43,31256,Nobel,16:48:00,31256
2025-06-02,no Terminal - por falha mecânica,A5C1AB587E73,2,2025-06-16,09:44:40,2025-06-02,15:10:00,63108.0,Tarde,"Ocorrência de Manutenção
Radiador esta vazando agua",Ocorrência de Manutenção,Claudio Dos Santos,Liquidado,FC5B6BF6FAF0,31036,Nobel,14:10:00,31036
